10,0.000001,0.000001,0.001042,0.002274
20,0.000001,0.000002,0.001042,0.002274
30,0.000002,0.000002,0.001042,0.002274
40,0.000003,0.000005,0.001042,0.002274
50,0.000008,0.000006,0.001042,0.002274
60,0.000006,0.000005,0.001042,0.002274
70,0.000015,0.000010,0.001042,0.002274
80,0.000011,0.000006,0.001042,0.002274
90,0.000013,0.000009,0.001042,0.002274
100,0.000017,0.000008,0.001042,0.002274
110,0.000020,0.000009,0.001042,0.002274
120,0.000036,0.000010,0.001042,0.002274
130,0.000037,0.000012,0.001042,0.002274
140,0.000050,0.000011,0.001042,0.002274
150,0.000042,0.000012,0.001042,0.002274
160,0.000045,0.000012,0.001042,0.002274
170,0.000052,0.000021,0.001042,0.002274
180,0.000058,0.000019,0.001042,0.002274
190,0.000065,0.000015,0.001042,0.002274
200,0.000074,0.000015,0.001042,0.002274
210,0.000079,0.000016,0.001042,0.002274
220,0.000094,0.000019,0.001042,0.002274
230,0.000087,0.000019,0.001042,0.002274
240,0.000097,0.000019,0.001042,0.002274
250,0.000113,0.000020,0.001042,0.002274
260,0.000108,0.000021,0.001042,0.002274
270,0.000138,0.000024,0.001042,0.002274
280,0.000123,0.000033,0.001042,0.002274
290,0.000154,0.000023,0.001042,0.002274
300,0.000139,0.000035,0.001042,0.002274
310,0.000170,0.000027,0.001042,0.002274
320,0.000166,0.000027,0.001042,0.002274
330,0.000191,0.000027,0.001042,0.002274
340,0.000193,0.000031,0.001042,0.002274
350,0.000206,0.000034,0.001042,0.002274
360,0.000263,0.000034,0.001042,0.002274
370,0.000229,0.000033,0.001042,0.002274
380,0.000224,0.000034,0.001042,0.002274
390,0.000256,0.000037,0.001042,0.002274
400,0.000303,0.000036,0.001042,0.002274
410,0.000266,0.000038,0.001042,0.002274
420,0.000285,0.000037,0.001042,0.002274
430,0.000289,0.000052,0.001042,0.002274
440,0.000333,0.000045,0.001042,0.002274
450,0.000338,0.000045,0.001042,0.002274
460,0.000362,0.000047,0.001042,0.002274
470,0.000367,0.000047,0.001042,0.002274
480,0.000410,0.000047,0.001042,0.002274
490,0.000395,0.000047,0.001042,0.002274
500,0.000415,0.000049,0.001042,0.002274
510,0.000440,0.000049,0.001042,0.002274
520,0.000501,0.000048,0.001042,0.002274
530,0.000475,0.000048,0.001042,0.002274
540,0.000449,0.000043,0.001042,0.002274
550,0.000463,0.000045,0.001042,0.002274
560,0.000595,0.000064,0.001042,0.002274
570,0.000763,0.000065,0.001042,0.002274
580,0.000773,0.000078,0.001042,0.002274
590,0.000638,0.000063,0.001042,0.002274
600,0.000574,0.000051,0.001042,0.002274
610,0.000620,0.000051,0.001042,0.002274
620,0.000685,0.000055,0.001042,0.002274
630,0.000925,0.000078,0.001042,0.002274
640,0.000920,0.000079,0.001042,0.002274
650,0.000701,0.000060,0.001042,0.002274
660,0.000965,0.000077,0.001042,0.002274
670,0.001032,0.000079,0.001042,0.002274
680,0.000702,0.000062,0.001042,0.002274
690,0.000968,0.000081,0.001042,0.002274
700,0.000928,0.000065,0.001042,0.002274
710,0.000821,0.000071,0.001042,0.002274
720,0.001182,0.000084,0.001042,0.002274
730,0.000910,0.000084,0.001042,0.002274
740,0.000909,0.000064,0.001042,0.002274
750,0.001051,0.000069,0.001042,0.002274
760,0.001250,0.000087,0.001042,0.002274
770,0.001280,0.000090,0.001042,0.002274
780,0.001488,0.000091,0.001042,0.002274
790,0.001495,0.000101,0.001042,0.002274
800,0.001503,0.000106,0.001042,0.002274
810,0.001518,0.000121,0.001042,0.002274
820,0.001307,0.000074,0.001042,0.002274
830,0.000976,0.000070,0.001042,0.002274
840,0.001000,0.000072,0.001042,0.002274
850,0.001019,0.000071,0.001042,0.002274
860,0.001049,0.000071,0.001042,0.002274
870,0.001167,0.000080,0.001042,0.002274
880,0.001137,0.000073,0.001042,0.002274
890,0.001245,0.000079,0.001042,0.002274
900,0.001261,0.000087,0.001042,0.002274
910,0.001904,0.000085,0.001042,0.002274
920,0.001518,0.000088,0.001042,0.002274
930,0.001496,0.000107,0.001042,0.002274
940,0.001576,0.000085,0.001042,0.002274
950,0.001400,0.000079,0.001042,0.002274
960,0.001488,0.000082,0.001042,0.002274
970,0.001461,0.000084,0.001042,0.002274
980,0.001356,0.000095,0.001042,0.002274
990,0.001964,0.000084,0.001042,0.002274
1000,0.001931,0.000124,0.001042,0.002274
1010,0.001856,0.000084,0.001042,0.002274
1020,0.001512,0.000086,0.001042,0.002274
1030,0.001974,0.000123,0.001042,0.002274
