10,0.000002,0.000001,0.000002,0.000002
20,0.000002,0.000003,0.000004,0.000002
30,0.000002,0.000003,0.000004,0.000003
40,0.000003,0.000004,0.000005,0.000004
50,0.000004,0.000005,0.000007,0.000004
60,0.000006,0.000006,0.000008,0.000005
70,0.000009,0.000009,0.000010,0.000005
80,0.000011,0.000009,0.000012,0.000006
90,0.000018,0.000011,0.000014,0.000009
100,0.000013,0.000011,0.000016,0.000008
110,0.000010,0.000009,0.000013,0.000008
120,0.000013,0.000009,0.000015,0.000008
130,0.000016,0.000013,0.000020,0.000012
140,0.000025,0.000015,0.000022,0.000012
150,0.000029,0.000018,0.000024,0.000013
160,0.000035,0.000017,0.000026,0.000014
170,0.000045,0.000026,0.000028,0.000016
180,0.000034,0.000020,0.000032,0.000017
190,0.000032,0.000019,0.000032,0.000018
200,0.000057,0.000023,0.000034,0.000018
210,0.000050,0.000018,0.000028,0.000015
220,0.000053,0.000017,0.000035,0.000020
230,0.000070,0.000028,0.000042,0.000022
240,0.000063,0.000019,0.000034,0.000019
250,0.000095,0.000025,0.000038,0.000027
260,0.000062,0.000021,0.000045,0.000019
270,0.000079,0.000032,0.000041,0.000024
280,0.000112,0.000034,0.000053,0.000028
290,0.000117,0.000036,0.000052,0.000025
300,0.000108,0.000033,0.000049,0.000025
310,0.000093,0.000026,0.000052,0.000029
320,0.000131,0.000028,0.000049,0.000026
330,0.000124,0.000049,0.000051,0.000027
340,0.000150,0.000038,0.000061,0.000032
350,0.000157,0.000045,0.000065,0.000033
360,0.000160,0.000040,0.000065,0.000034
370,0.000170,0.000034,0.000066,0.000036
380,0.000186,0.000040,0.000068,0.000037
390,0.000201,0.000046,0.000070,0.000037
400,0.000204,0.000044,0.000075,0.000038
410,0.000221,0.000045,0.000079,0.000042
420,0.000257,0.000051,0.000083,0.000044
430,0.000255,0.000053,0.000086,0.000047
440,0.000251,0.000043,0.000068,0.000036
450,0.000245,0.000038,0.000068,0.000044
460,0.000211,0.000040,0.000069,0.000040
470,0.000284,0.000052,0.000087,0.000047
480,0.000286,0.000053,0.000089,0.000050
490,0.000275,0.000056,0.000089,0.000041
500,0.000326,0.000056,0.000097,0.000054
510,0.000324,0.000055,0.000096,0.000045
520,0.000297,0.000042,0.000079,0.000049
530,0.000309,0.000049,0.000081,0.000042
540,0.000260,0.000044,0.000081,0.000045
550,0.000369,0.000061,0.000109,0.000064
560,0.000394,0.000068,0.000120,0.000060
570,0.000436,0.000066,0.000115,0.000057
580,0.000413,0.000066,0.000126,0.000063
590,0.000431,0.000070,0.000117,0.000067
600,0.000451,0.000068,0.000114,0.000060
610,0.000453,0.000067,0.000115,0.000070
620,0.000476,0.000081,0.000122,0.000063
630,0.000456,0.000071,0.000135,0.000072
640,0.000545,0.000077,0.000129,0.000069
650,0.000497,0.000079,0.000131,0.000081
660,0.000547,0.000081,0.000134,0.000070
670,0.000565,0.000094,0.000140,0.000072
680,0.000596,0.000087,0.000143,0.000077
690,0.000572,0.000081,0.000138,0.000075
700,0.000539,0.000081,0.000137,0.000073
710,0.000594,0.000095,0.000160,0.000080
720,0.000658,0.000098,0.000145,0.000079
730,0.000706,0.000099,0.000162,0.000078
740,0.000673,0.000087,0.000165,0.000081
750,0.000703,0.000089,0.000163,0.000076
760,0.000703,0.000092,0.000160,0.000078
770,0.000732,0.000108,0.000160,0.000084
780,0.000702,0.000089,0.000173,0.000088
790,0.000781,0.000095,0.000176,0.000090
800,0.000758,0.000111,0.000173,0.000086
810,0.000754,0.000100,0.000168,0.000090
820,0.000817,0.000090,0.000175,0.000092
830,0.000816,0.000100,0.000170,0.000087
840,0.000790,0.000101,0.000173,0.000090
850,0.000767,0.000088,0.000168,0.000089
860,0.000871,0.000108,0.000195,0.000101
870,0.000886,0.000114,0.000179,0.000101
880,0.000983,0.000102,0.000176,0.000092
890,0.000905,0.000108,0.000190,0.000113
900,0.000925,0.000089,0.000157,0.000093
910,0.000783,0.000099,0.000176,0.000081
920,0.000982,0.000108,0.000194,0.000109
930,0.000684,0.000081,0.000168,0.000099
940,0.001041,0.000116,0.000231,0.000108
950,0.001080,0.000091,0.000222,0.000088
960,0.000780,0.000121,0.000177,0.000097
970,0.000845,0.000094,0.000171,0.000114
980,0.000796,0.000091,0.000178,0.000123
990,0.000811,0.000084,0.000165,0.000083
1000,0.000715,0.000093,0.000201,0.000105
1010,0.001271,0.000116,0.000221,0.000095
1020,0.000945,0.000112,0.000183,0.000097
1030,0.000986,0.000092,0.000185,0.000105
1040,0.000897,0.000117,0.000211,0.000095
1050,0.000914,0.000093,0.000176,0.000102
1060,0.001212,0.000130,0.000242,0.000112
1070,0.001436,0.000105,0.000190,0.000103
1080,0.000925,0.000094,0.000182,0.000116
1090,0.001076,0.000094,0.000184,0.000093
1100,0.001006,0.000128,0.000242,0.000135
1110,0.001247,0.000125,0.000229,0.000122
1120,0.001372,0.000131,0.000285,0.000141
1130,0.001596,0.000134,0.000252,0.000121
1140,0.001522,0.000136,0.000234,0.000121
1150,0.001530,0.000139,0.000259,0.000142
1160,0.001533,0.000121,0.000201,0.000104
1170,0.001318,0.000140,0.000230,0.000103
1180,0.001333,0.000119,0.000229,0.000121
1190,0.001034,0.000104,0.000197,0.000102
1200,0.001061,0.000107,0.000198,0.000100
1210,0.001541,0.000133,0.000244,0.000132
1220,0.001763,0.000166,0.000241,0.000120
1230,0.001825,0.000181,0.000282,0.000150
1240,0.001493,0.000125,0.000251,0.000123
1250,0.001124,0.000111,0.000207,0.000111
1260,0.001507,0.000162,0.000276,0.000149
1270,0.001525,0.000135,0.000251,0.000132
1280,0.001642,0.000124,0.000236,0.000124
