10,0.000001,0.000001,0.000002,0.000001
30,0.000001,0.000004,0.000003,0.000002
50,0.000002,0.000005,0.000005,0.000003
70,0.000005,0.000007,0.000014,0.000005
90,0.000011,0.000011,0.000014,0.000008
110,0.000017,0.000015,0.000016,0.000009
130,0.000021,0.000016,0.000018,0.000011
150,0.000020,0.000015,0.000019,0.000010
170,0.000022,0.000017,0.000022,0.000013
190,0.000039,0.000020,0.000025,0.000015
210,0.000034,0.000022,0.000033,0.000018
230,0.000039,0.000026,0.000037,0.000017
250,0.000049,0.000031,0.000034,0.000019
270,0.000069,0.000029,0.000037,0.000021
290,0.000073,0.000030,0.000042,0.000022
310,0.000080,0.000033,0.000045,0.000023
330,0.000090,0.000035,0.000047,0.000025
350,0.000098,0.000037,0.000050,0.000028
370,0.000112,0.000041,0.000053,0.000032
390,0.000120,0.000047,0.000085,0.000040
410,0.000227,0.000078,0.000070,0.000037
430,0.000152,0.000053,0.000067,0.000036
450,0.000176,0.000051,0.000073,0.000039
470,0.000189,0.000053,0.000070,0.000038
490,0.000185,0.000054,0.000076,0.000041
510,0.000200,0.000055,0.000077,0.000044
530,0.000212,0.000060,0.000081,0.000043
550,0.000229,0.000064,0.000086,0.000048
570,0.000235,0.000065,0.000088,0.000049
590,0.000339,0.000084,0.000112,0.000059
610,0.000411,0.000088,0.000117,0.000062
630,0.000446,0.000076,0.000100,0.000057
650,0.000372,0.000079,0.000107,0.000056
670,0.000457,0.000081,0.000106,0.000058
690,0.000395,0.000080,0.000111,0.000059
710,0.000539,0.000106,0.000143,0.000079
730,0.000618,0.000112,0.000150,0.000081
750,0.000648,0.000114,0.000141,0.000065
770,0.000644,0.000127,0.000166,0.000090
790,0.000542,0.000110,0.000171,0.000087
810,0.000582,0.000103,0.000131,0.000075
830,0.000626,0.000123,0.000171,0.000087
850,0.000848,0.000137,0.000181,0.000092
870,0.000857,0.000142,0.000187,0.000105
890,0.000783,0.000137,0.000195,0.000102
910,0.000752,0.000132,0.000181,0.000096
930,0.001067,0.000142,0.000186,0.000098
950,0.000942,0.000142,0.000211,0.000114
970,0.001135,0.000132,0.000174,0.000096
990,0.001085,0.000171,0.000259,0.000132
1010,0.001178,0.000163,0.000221,0.000112
1030,0.001279,0.000188,0.000230,0.000120
1050,0.001326,0.000171,0.000235,0.000111
1070,0.001421,0.000184,0.000253,0.000131
1090,0.001500,0.000186,0.000233,0.000134
1110,0.001556,0.000177,0.000228,0.000120
1130,0.000956,0.000155,0.000192,0.000109
1150,0.001190,0.000183,0.000246,0.000128
1170,0.001277,0.000156,0.000241,0.000140
1190,0.001750,0.000192,0.000258,0.000130
1210,0.001734,0.000204,0.000362,0.000144
1230,0.001893,0.000201,0.000277,0.000153
1250,0.001869,0.000204,0.000263,0.000138
1270,0.001982,0.000210,0.000290,0.000157
1290,0.002101,0.000211,0.000297,0.000152
1310,0.002210,0.000207,0.000273,0.000148
1330,0.002065,0.000212,0.000278,0.000145
1350,0.002440,0.000236,0.000346,0.000180
1370,0.002355,0.000222,0.000299,0.000154
1390,0.002375,0.000235,0.000331,0.000184
1410,0.002223,0.000218,0.000313,0.000200
1430,0.002539,0.000224,0.000298,0.000156
1450,0.002329,0.000205,0.000266,0.000177
1470,0.001940,0.000189,0.000265,0.000137
1490,0.002109,0.000221,0.000323,0.000176
1510,0.002452,0.000263,0.000356,0.000165
1530,0.001839,0.000219,0.000292,0.000168
1550,0.002660,0.000252,0.000346,0.000201
1570,0.002707,0.000246,0.000344,0.000185
1590,0.002976,0.000309,0.000377,0.000186
1610,0.002761,0.000257,0.000412,0.000204
1630,0.002963,0.000249,0.000297,0.000156
1650,0.002087,0.000214,0.000299,0.000155
1670,0.003323,0.000293,0.000403,0.000219
1690,0.002422,0.000222,0.000305,0.000165
1710,0.002189,0.000286,0.000299,0.000159
1730,0.002158,0.000217,0.000303,0.000161
1750,0.002515,0.000244,0.000316,0.000163
1770,0.002234,0.000264,0.000344,0.000229
1790,0.002987,0.000229,0.000327,0.000176
1810,0.002328,0.000300,0.000441,0.000187
1830,0.002469,0.000234,0.000327,0.000178
1850,0.003095,0.000288,0.000328,0.000169
1870,0.002490,0.000239,0.000330,0.000187
1890,0.002967,0.000264,0.000368,0.000199
1910,0.002728,0.000253,0.000357,0.000197
1930,0.002851,0.000276,0.000366,0.000217
1950,0.002928,0.000312,0.000427,0.000318
1970,0.003324,0.000260,0.000366,0.000194
1990,0.002812,0.000287,0.000441,0.000225
2010,0.003226,0.000282,0.000398,0.000209
2030,0.003152,0.000282,0.000401,0.000215
2050,0.003452,0.000305,0.000435,0.000226
2070,0.003282,0.000296,0.000410,0.000220
2090,0.003292,0.000297,0.000402,0.000208
2110,0.003419,0.000285,0.000392,0.000210
2130,0.003380,0.000273,0.000383,0.000202
2150,0.003549,0.000318,0.000432,0.000205
2170,0.003441,0.000298,0.000454,0.000230
2190,0.003899,0.000293,0.000407,0.000220
2210,0.003629,0.000287,0.000398,0.000207
2230,0.003724,0.000294,0.000405,0.000217
2250,0.003919,0.000338,0.000446,0.000249
2270,0.003858,0.000311,0.000426,0.000224
2290,0.004253,0.000340,0.000458,0.000244
2310,0.004601,0.000457,0.000586,0.000237
2330,0.003909,0.000340,0.000473,0.000246
2350,0.003967,0.000310,0.000430,0.000224
2370,0.004341,0.000363,0.000515,0.000283
2390,0.004304,0.000317,0.000430,0.000225
2410,0.004191,0.000335,0.000462,0.000250
2430,0.004587,0.000375,0.000482,0.000238
2450,0.004142,0.000327,0.000591,0.000429
2470,0.004574,0.000326,0.000448,0.000237
2490,0.005062,0.000441,0.000513,0.000272
2510,0.004472,0.000328,0.000524,0.000249
2530,0.004605,0.000335,0.000463,0.000318
2550,0.004769,0.000343,0.000497,0.000254
2570,0.004854,0.000419,0.000517,0.000277
2590,0.004631,0.000342,0.000478,0.000261
2610,0.005848,0.000343,0.000484,0.000264
2630,0.005219,0.000405,0.000575,0.000307
2650,0.005690,0.000392,0.000538,0.000291
2670,0.005315,0.000352,0.000497,0.000271
2690,0.005498,0.000386,0.000604,0.000275
2710,0.005206,0.000394,0.000543,0.000266
2730,0.005132,0.000393,0.000504,0.000269
2750,0.006363,0.000376,0.000525,0.000278
2770,0.005260,0.000379,0.000521,0.000266
2790,0.005961,0.000377,0.000538,0.000332
2810,0.005906,0.000395,0.000547,0.000305
2830,0.005796,0.000561,0.000716,0.000392
2850,0.006045,0.000421,0.000588,0.000313
2870,0.006404,0.000488,0.000579,0.000301
2890,0.006777,0.000464,0.000657,0.000379
2910,0.006103,0.000459,0.000665,0.000365
2930,0.006929,0.000396,0.000552,0.000286
2950,0.005993,0.000433,0.000620,0.000282
2970,0.006113,0.000396,0.000557,0.000294
2990,0.006498,0.000420,0.000602,0.000321
3010,0.006922,0.000401,0.000566,0.000302
3030,0.007290,0.000523,0.000868,0.000435
3050,0.007040,0.000406,0.000577,0.000298
3070,0.006669,0.000407,0.000576,0.000300
3090,0.007276,0.000449,0.000602,0.000313
3110,0.007993,0.000506,0.000676,0.000307
3130,0.007589,0.000499,0.000705,0.000369
3150,0.007788,0.000425,0.000595,0.000307
3170,0.007355,0.000427,0.000730,0.000417
3190,0.012029,0.000579,0.000775,0.000384
3210,0.011299,0.000577,0.000798,0.000431
3230,0.010060,0.000485,0.000681,0.000360
3250,0.009608,0.000480,0.000710,0.000372
3270,0.008476,0.000455,0.000646,0.000333
3290,0.007778,0.000517,0.000699,0.000322
3310,0.007879,0.000476,0.000652,0.000366
